shot_name,filename,speed_mph,vla_deg,hla_deg,total_spin_rpm,spin_axis_deg,backspin_rpm,sidespin_rpm,carry_yd,total_yd,rollout_yd,apex_ft,hang_time_s,landing_speed_mps,landing_angle_deg,initial_re,initial_spin_ratio,initial_cd,initial_cl,peak_cl,carry_only_yd
shot_6i_48,shot_6i_48.json,101.73,15.23,-3.03,4631.0,4.26,4618.2,344.4,139.4,148.1,8.7,58.9,4.67,23.53,44.58,124502.8,0.227503,0.232422,0.295227,0.305616,139.4
shot_6i_49,shot_6i_49.json,71.25,7.70,16.05,2624.7,30.00,2273.0,1312.3,38.3,78.6,40.3,4.3,1.23,26.40,9.49,87197.7,0.184102,0.260305,0.218652,0.218652,38.3
shot_6i_50,shot_6i_50.json,82.80,14.85,-1.42,3783.4,2.81,3778.8,185.4,91.5,93.9,2.4,28.5,3.18,22.66,31.49,101335.6,0.228355,0.249757,0.299309,0.307622,91.5
shot_7i_25,shot_7i_25.json,83.34,13.18,2.98,3409.5,17.79,3246.5,1041.7,85.5,85.8,0.3,20.6,2.77,24.18,24.01,101997.9,0.204455,0.241569,0.252849,0.260695,85.5
shot_7i_26,shot_7i_26.json,73.37,10.85,15.40,3560.9,30.00,3083.8,1780.4,57.4,56.3,-1.1,10.4,1.96,23.51,17.22,89787.0,0.242568,0.282787,0.308696,0.308703,57.4
shot_7i_27,shot_7i_27.json,93.74,17.06,-1.45,4611.6,2.63,4606.7,211.8,120.9,128.2,7.4,51.0,4.23,22.77,42.45,114719.5,0.245870,0.237119,0.305241,0.305241,120.9
shot_7i_28,shot_7i_28.json,92.09,16.41,-3.60,4216.7,-0.44,4216.6,-32.4,115.9,123.7,7.8,46.2,4.03,22.81,40.54,112696.8,0.228852,0.239039,0.296925,0.305616,115.9
shot_7i_29,shot_7i_29.json,107.59,13.82,-6.05,3633.3,4.72,3621.0,298.7,148.5,151.7,3.1,42.7,4.16,26.73,28.34,131669.7,0.168773,0.209903,0.195575,0.196825,148.5
shot_7i_30,shot_7i_30.json,90.17,17.56,-3.83,4508.5,-0.21,4508.5,-16.5,112.4,119.5,7.1,46.2,4.00,22.46,40.91,110355.9,0.249879,0.241724,0.303518,0.303518,112.4
shot_7i_31,shot_7i_31.json,76.36,17.52,-0.54,5122.2,1.84,5119.5,164.7,80.7,80.7,0.0,24.4,2.96,21.73,27.22,93445.7,0.335263,0.261959,0.228148,0.270680,80.7
shot_7i_32,shot_7i_32.json,93.10,16.96,-1.03,3762.5,4.20,3752.4,275.6,120.5,128.7,8.1,45.7,4.00,24.18,38.13,113935.9,0.201982,0.217096,0.252014,0.273650,120.5
shot_7i_33,shot_7i_33.json,92.36,16.96,-0.58,3851.7,2.81,3847.1,188.9,119.2,127.6,8.5,46.7,4.03,23.85,39.19,113026.5,0.208434,0.219885,0.267307,0.291353,119.2
shot_7i_34,shot_7i_34.json,104.19,14.67,-4.63,4081.2,1.90,4079.0,135.0,142.8,150.6,7.7,49.4,4.38,24.71,37.16,127515.3,0.195758,0.223240,0.230490,0.253041,142.8
shot_9i_1,shot_9i_1.json,88.98,15.10,-0.50,3563.2,11.26,3494.6,695.8,106.5,109.3,2.9,32.2,3.44,24.32,30.62,108898.1,0.200130,0.221857,0.247620,0.258441,106.5
shot_9i_2,shot_9i_2.json,71.29,23.93,5.51,4085.5,8.31,4042.7,590.2,80.2,85.5,5.3,36.9,3.36,21.41,39.16,87241.3,0.286429,0.239815,0.279827,0.306940,80.2
shot_9i_3,shot_9i_3.json,90.11,21.67,2.80,5243.0,11.20,5143.3,1018.1,115.4,122.2,6.8,52.2,4.22,22.54,42.22,110277.5,0.290796,0.234780,0.239909,0.268000,115.4
shot_9i_4,shot_9i_4.json,95.73,4.75,-6.78,2312.1,6.03,2299.3,242.8,63.4,117.7,54.3,4.8,1.53,33.99,6.66,117157.2,0.120704,0.201440,0.190698,0.190698,63.4
shot_9i_5,shot_9i_5.json,84.02,19.37,3.82,5352.1,11.48,5245.0,1065.2,103.0,104.9,1.8,37.4,3.68,22.60,33.54,102827.9,0.318347,0.231816,0.230740,0.276040,103.0
shot_9i_6,shot_9i_6.json,94.70,0.00,3.68,2200.5,28.95,1925.4,1065.3,4.2,70.0,65.8,0.1,0.09,41.73,0.55,115895.5,0.116130,0.201379,0.188169,0.188169,4.2
shot_9i_7,shot_9i_7.json,83.03,22.51,5.26,7008.5,9.70,6908.3,1181.2,103.4,105.5,2.0,47.9,4.12,21.13,39.90,101607.9,0.421882,0.266562,0.257201,0.314452,103.4
shot_9i_8,shot_9i_8.json,92.21,21.95,-6.31,5042.3,0.73,5041.8,64.2,120.5,129.4,8.9,60.3,4.48,22.75,46.23,112846.1,0.273294,0.231927,0.273562,0.273562,120.5
shot_9i_9,shot_9i_9.json,90.06,22.14,-3.09,5351.1,1.21,5349.9,113.3,116.4,123.4,7.0,53.8,4.29,22.44,43.01,110212.5,0.296965,0.234860,0.230887,0.268000,116.4
shot_driver_51,shot_driver_51.json,116.17,21.74,2.17,6409.0,3.23,6398.8,360.7,166.2,181.3,15.1,100.2,5.88,24.33,55.87,142164.9,0.275733,0.249134,0.257979,0.257979,166.2
shot_driver_52,shot_driver_52.json,102.11,31.33,3.09,8442.2,6.26,8391.8,921.1,128.2,142.4,14.2,112.7,5.94,23.38,60.84,124959.2,0.413216,0.263259,0.242592,0.290834,128.2
shot_driver_53,shot_driver_53.json,97.23,30.63,2.23,8925.8,5.99,8877.1,931.1,117.7,127.4,9.7,97.4,5.50,22.31,57.75,118995.0,0.458786,0.283797,0.264452,0.300780,117.7
shot_driver_54,shot_driver_54.json,121.50,12.88,-5.26,3410.9,-9.97,3359.4,-590.5,178.7,183.8,5.1,53.0,4.72,27.55,30.03,148697.8,0.140300,0.219531,0.185406,0.187519,178.7
shot_driver_55,shot_driver_55.json,117.48,7.48,-8.33,2150.0,-27.19,1912.4,-982.4,127.6,183.5,56.0,17.6,2.85,34.16,13.31,143773.2,0.091462,0.199494,0.168768,0.168971,127.6
shot_driver_56,shot_driver_56.json,118.70,17.12,-1.80,4553.8,2.81,4548.4,222.9,175.7,192.5,16.9,88.8,5.63,25.49,50.95,145271.0,0.191729,0.231205,0.221916,0.279229,175.7
shot_driver_57,shot_driver_57.json,120.93,14.10,-5.16,1544.1,-7.96,1529.2,-213.7,174.3,179.3,5.0,48.2,4.28,30.72,26.27,147990.8,0.063815,0.194500,0.138103,0.139058,174.3
shot_driver_58,shot_driver_58.json,119.27,23.59,2.48,7093.4,3.26,7081.9,403.5,172.5,188.5,15.9,112.7,6.24,24.68,58.04,145965.8,0.297231,0.251663,0.221338,0.259997,172.5
shot_driver_59,shot_driver_59.json,80.96,44.91,8.87,6735.0,12.36,6578.8,1442.0,82.1,97.6,15.5,103.6,5.28,22.70,66.23,99079.0,0.415764,0.273004,0.251426,0.310718,82.1
shot_driver_60,shot_driver_60.json,107.39,11.67,-8.62,3268.6,-14.80,3160.1,-835.0,137.9,138.4,0.5,31.5,3.64,28.36,22.12,131422.8,0.152117,0.205821,0.189954,0.190379,137.9
shot_pw_61,shot_pw_61.json,31.89,25.35,-1.26,3867.9,-0.00,3867.9,-0.0,16.6,27.8,11.2,6.2,1.24,13.02,26.99,39031.5,0.606110,0.376311,0.147542,0.147542,16.6
shot_pw_62,shot_pw_62.json,39.63,23.69,0.60,3843.5,2.08,3840.9,139.6,25.4,40.7,15.4,9.2,1.58,15.26,27.23,48495.7,0.484743,0.416109,0.365571,0.365571,25.4
shot_pw_63,shot_pw_63.json,37.15,24.01,1.83,3913.8,-0.00,3913.8,-0.0,22.1,36.0,13.9,8.0,1.45,14.61,26.80,45463.9,0.526531,0.409315,0.304982,0.304982,22.1
shot_pw_64,shot_pw_64.json,69.63,28.57,0.16,5327.2,5.10,5306.2,473.4,83.5,88.7,5.2,47.0,3.89,20.82,44.80,85210.2,0.382385,0.234175,0.268698,0.338377,83.5
shot_pw_65,shot_pw_65.json,81.25,28.38,2.89,6959.4,9.38,6866.3,1134.7,99.5,105.6,6.0,62.7,4.52,20.96,48.94,99433.7,0.428086,0.269323,0.263103,0.317428,99.5
shot_pw_66,shot_pw_66.json,75.71,27.32,-1.17,6605.0,3.99,6589.0,460.1,88.1,91.7,3.6,50.5,4.04,20.09,45.12,92652.6,0.436020,0.273152,0.267359,0.317564,88.1
shot_pw_67,shot_pw_67.json,81.66,28.12,6.34,6509.6,12.74,6349.4,1435.1,101.3,108.3,7.1,61.9,4.51,21.11,48.97,99936.4,0.398402,0.258212,0.247532,0.317566,101.3
shot_pw_68,shot_pw_68.json,88.55,23.37,-0.05,6637.4,6.04,6600.5,698.8,112.8,117.4,4.6,56.2,4.43,21.33,43.83,108370.9,0.374608,0.258004,0.232885,0.297803,112.8
shot_pw_69,shot_pw_69.json,74.06,23.61,0.18,5880.4,8.45,5816.5,864.4,84.0,85.7,1.7,37.7,3.56,20.18,38.00,90634.2,0.396828,0.269425,0.244354,0.305900,84.0
